1,"[275,354,241,6,41,213]",275;354;241;6;41;213
1,"[352,240,44,295,167]",352;240;44;295;167
1,"[31,36,33]",31;36;33
1,"[251,213,9,234]",251;213;9;234
1,"[41,15,312,176,39]",41;15;312;176;39
1,"[132,43,347]",132;43;347
1,"[170,1,44,280,269]",170;1;44;280;269
1,"[2,59,224,42,51,25]",2;59;224;42;51;25
1,"[3,10,223,56]",3;10;223;56
1,"[106,23,16]",106;23;16
1,"[3,262,1,109,36]",3;262;1;109;36
1,"[21,5,17,24,8,158,38]",21;5;17;24;8;158;38
1,"[36,26,14]",36;26;14
1,"[0,6,27]",0;6;27
1,"[327,298,172,269,12]",327;298;172;269;12
1,"[20,57,44,368,36,330,8]",20;57;44;368;36;330;8
1,"[46,307]",46;307
1,"[349,315,26]",349;315;26
1,"[133,149]",133;149
1,"[152,216,257,166,118]",152;216;257;166;118
1,"[21,117,219,23,15,372,265]",21;117;219;23;15;372;265
1,"[211,331]",211;331
1,"[121,22,36,52,53,27,50]",121;22;36;52;53;27;50
1,"[245,33,336,253]",245;33;336;253
2,"[205,109,51,23]",205;109;51;23
2,"[126,19,137,305,27,11]",126;19;137;305;27;11
2,"[241,15,254]",241;15;254
2,"[21,263,56,53,54]",21;263;56;53;54
2,"[152,1,163,41,9,25]",152;1;163;41;9;25
2,"[3,20,289,244]",3;20;289;244
2,"[0,214,31,323,313,248,348]",0;214;31;323;313;248;348
2,"[30,169,9,254]",30;169;9;254
2,"[30,51,36,54,190,142]",30;51;36;54;190;142
2,"[212,210,123,314,178,34,157]",212;210;123;314;178;34;157
2,"[301,172,106,25]",301;172;106;25
2,"[0,59]",0;59
2,"[42,295,13]",42;295;13
2,"[116,213,137,33,8,103]",116;213;137;33;8;103
2,"[277,363,169,18,187,8]",277;363;169;18;187;8
2,"[20,59,58,359,40]",20;59;58;359;40
2,"[49,300,147,44,23,14,265]",49;300;147;44;23;14;265
2,"[19,13,336,50]",19;13;336;50
2,"[338,44,19,173,51,311]",338;44;19;173;51;311
2,"[3,59,4,54,345]",3;59;4;54;345
2,"[49,227,15,26,156,27]",49;227;15;26;156;27
2,"[21,4,24,39]",21;4;24;39
2,"[18,37]",18;37
2,"[43,51,231,33,38,29]",43;51;231;33;38;29
2,"[40,33,310]",40;33;310
2,"[1,326,26,292]",1;326;26;292
2,"[24,290,12]",24;290;12
2,"[3,10,31,165]",3;10;31;165
2,"[57,258,156,273]",57;258;156;273
2,"[1,11]",1;11
2,"[21,203,112,245,8,26]",21;203;112;245;8;26
2,"[20,19,53,8,292,37]",20;19;53;8;292;37
2,"[357,279,241,235,321]",357;279;241;235;321
2,"[322,29,38]",322;29;38
2,"[352,48,18,33,271,50]",352;48;18;33;271;50
2,"[252,45,6,137,106,39]",252;45;6;137;106;39
2,"[250,46,39]",250;46;39
2,"[3,9,242,166,285,193,50]",3;9;242;166;285;193;50
3,"[58,15,131]",58;15;131
3,"[353,40]",353;40
3,"[378,300,319,47,9,259]",378;300;319;47;9;259
3,"[58,374,110,38]",58;374;110;38
